,title,nsuid,price_us,description
688,Shantae: Half- Genie Hero Ultimate Edition,70010000005444,29.99,"This all-inclusive version comes with all of the previously released DLC, Modes, and Costumes!  Save the day as belly dancing half-genie Shantae! Conquer Sequin Land as the evil Risky Boots in ‘Pirate Queen’s Quest’! Swap between Sky, Bolo, and Rottytops…"
139,Shantae: Half-Genie Hero,70010000000723,19.99,"Shantae embarks on her first full HD adventure! When a mysterious crime wave sweeps Sequin Land, it’s up to Half-Genie Hero Shantae to save the day! Use Shantae’s devastating Hair-Whip Attack to send monsters flying, or Belly Dance to transform into a mo…"
4342,Shantae: Risky's Revenge - Director's Cut,70010000031872,9.99,"Shantae: Risky’s Revenge – Director’s Cut is a powder keg of high octane, hair-whipping, hip shaking action! Winner of IGN’s Game of the Year and Metacritic’s highest rated game of 2010, this enhanced classic features thousands of frames of animation and…"
3523,Shaolin vs Wutang,70010000026880,9.99,"No flashy over the top effects, just combat influenced by classic Kung Fu films. The game features authentic fighting sounds from films and a licensed soundtrack with great music from classic kung fu movies. Shaolin vs Wutang is a real love letter to cla…"
845,Shape of the World,70010000007225,14.99,"The world that grows around you... The environment and flora constantly flourish and fade as you wander in Shape of the World, a serene and surrealist first-person explorer. You’ll travel through dream-like forests, aquatic caves and peaceful shores acco…"
6368,Shapeshooter,70010000042059,3.99,"SHAPESHOOTER is literally an on-rail shooter that you'll not get a story here. You'll get frenetic action, insane music and a super hard challenge! WEAPONS In SHAPESHOOTER you'll have 5 different weapons, all of them have 3 levels. Gatter OCTARINGS to up…"
26,Shaq Fu: A Legend Reborn,70010000000888,19.99,"A vessel floating down a river contains an orphaned baby boy. He is found and adopted. As he grows, he learns of his true identity and destiny of greatness. Thus is the premise of two of the greatest stories of our time, but that is where the similaritie…"
7784,Shark Adventure,70010000050576,0.99,"Shark Adventure puts you in the role of a shark and your primary focus is to acquire as many stars as you can, while avoiding obstacles that come your way. It’s a very engaging and impressive game with lots of fun and enjoyable mechanics.  This is not a …"
9345,Shark Attack: Fish Predator Ocean Sea Adventure Survival,70010000060588,4.99,Who is the king of the underwater world? What animal is as old as the world? Many people don't even know what it looks like - of course it's a Shark! With our game Shark Attack: Fish Predator you can feel like a shark. Explore the life of sharks in their…
5556,Shark Copter vs. Zombie Dancers,70010000037097,3.85,"One day in August 2030, an outbreak of a zombie virus was confirmed at a festival in Japan! The infection spread in a blink of an eye, and the venue was filled with zombies. If the virus spreads overseas as it is, humankind will be in great danger. In su…"
6591,Shark Pinball,70010000043039,2.99,"Get ready for Shark Pinball, a pinball machine where you'll try to score points avoiding Sharks, octopus and many other perils, show everybody that you're not affraid of the sea monsters on this table.  Discover all the missions and secrets, in this uniq…"
10656,Shashingo: Learn Japanese with Photography,70010000069490,20.0,
4169,Shatter Remastered Deluxe,70010000030841,9.99,"Shatter Remastered Deluxe brings back the brick-breaking action. Travel through 10 distinct worlds and battle 10 unique bosses; packed with amazing physics effects, power-ups and special attacks. Take control of the playing field with the innovative “suc…"
8097,Shattered: Tale of the Forgotten King,70010000052721,29.99,"In the beginning, there was the King. From a thought, he conjured up the Void. From a glance, he made the world. And from a whisper, he created us. The world as it was is gone, lost with the disappearance of the King. As a Wanderer of these forsaken land…"
466,She Remembered Caterpillars,70010000003860,11.99,"She Remembered Caterpillars is a color-matching puzzle game with an unsettling fungipunk aesthetic. Set in a phantasgamorphic world of writhing caterpillars, brightly-colored Gammies, and living architecture, the game will have players eavesdropping on w…"
3954,She Sees Red - Interactive Movie,70010000028639,9.99,"Someone has killed several people at a popular nightclub. A lone detective has been assigned to the case, following every clue … wherever it may lead. In this provocative interactive thriller, NOTHING is as it seems! Make choices. Affect change. Experien…"
8857,She Wants Me Dead,70010000057162,9.99,Help Max escape from his fate and survive this purrfect punishment. She Wants Him Dead Lula is just an average cat who happens to be a master engineer. Her traps are intricate and require your full focus. Expect no mercy and lots of surprises. Unforgivin…
1688,She and the Light Bearer,70010000014583,9.99,"Follow the Journey of the Little Firefly to seek The Mother deep inside the heart of the unknown forest! Though, this journey won't be easy for such a bug. The Little Firefly has to earn the forest trust and prove their worth by solving riddles, challeng…"
3623,Sheep Patrol,70010000026668,2.49,"It’s time for the flock to come back to the barn. Problem is, the path is full of dangerous traps: lakes, dense forests, cliffs, etc… As a sheepdog, it’s your job to guide the flock and make sure it comes back safely. Draw a line with controllers or the …"
3021,Sheep in Hell,70010000021068,2.99,You're a wolf and you've been bad. That's why you've been put in the deepness of a hell plagued with your most hated enemies: the sheep! But they're not normal sheep. No... They're possessed demonic sheep and won't hesitate to try to kill you! So run and…
5436,Sheepo,70010000037792,10.99,"You are Sheepo, and it's your first day on the job at an intergalactic species database. Your first task? To visit an uncharted planet and save all its living creatures from extinction!  It might seem like a lot of work for a single day, but thankfully a…"
245,Shelter Generations,70010000001136,19.99,In Shelter Generations you embark upon unique journeys in the wild that present varied challenges and familial love – it’s a memorable experience wherever you play. There are two games included in this special digital collection. Shelter 2 (with the Moun…
1757,Sheltered,70010000014125,14.99,"On Nintendo Switch™, Sheltered includes the base game plus the Surrounded and Stasis additional content. After a global apocalypse, you take on the role of protecting four family members living in a deserted underground shelter. Their well-being and surv…"
10407,Shepherd's Crossing,70010000067231,29.99,
130,Shephy,70010000000597,4.99,"""Shephy"", the single-player card game with cute and lovely illustration that keeps players coming back for more, is now available on the Nintendo Switch! Increase the number of sheep? The main goal of the game is to increase your sheep count to 1000. Usi…"
3319,Sherlock Holmes The Awakened,70010000024104,39.99,
8381,Sherlock Holmes and The Hound of The Baskervilles,70010000054417,12.99,"Help Sherlock Holmes, the famed genius detective, investigate the legend of a supernatural hound on the fog-shrouded moorland in England of the 19th century. Immerse yourself into the dangerous world of the diabolical curse and discover the truth about t…"
10203,Sherlock Holmes – The Hunt for Moriarty,70010000066942,19.99,
5976,Sherlock Holmes: Crimes and Punishments,70010000040742,29.99,Critically acclaimed and award-winning story-driven detective thriller set in a classic and mysterious Victorian setting brought to life by sir Arthur Conan Doyle. Become the most celebrated detective of all time: Sherlock Holmes! Use your impressive tal…
5971,Sherlock Holmes: The Devil’s Daughter,70010000040741,29.99,"SOMETHING DARKER IS TAKING ROOT IN LONDON Is it just smoke and mirrors from cunning crooks or is something darker at play here? Each case will require you to strike the right balance between logic, gut instinct, morality, and superstitious beliefs. Track…"
10185,Sherlock Purr,70010000065177,19.99,
11782,Sherlock Purr 2,70010000076403,19.99,
10810,Shield King,70010000070427,4.99,
6814,Shieldmaiden: Remix Edition,70010000045408,12.99,"The world as it was known is no more. Modigard, like other cities, was recently devastated by a shocking and mysterious event. Everything has spiraled out of control, and now you have only one objective: to find your missing sister in the eye of the stor…"
6051,Shieldwall Chronicles: Swords of the North,70010000040631,7.99,"In Shieldwall Chronicles: Swords of the North, you lead a mercenary band into the perilous and cold northlands of Tarren. Your search for fortune will see you pitch blade and spell book against a host of enemies including the undead, demons, and lizardme…"
1003,Shift Happens,70010000009773,9.99,The two jello jelly creatures Bismo and Plom got connected in a tragic yet funny accident and thus can exchange their size and abilities at will. Welcome to the world of Shift Happens - the only game out there which doesn't take a closer look at the body…
847,Shift Quantum,70010000007498,19.99,"Axon Vertigo, the world's leading authority and most trusted friend in cerebral contentedness programming, promises to deliver better life quality for everyone with the Shift Quantum program.   Connected to the cyber-noir action-puzzle platformer, you wi…"
533,Shiftlings - Enhanced Edition,70010000003753,15.0,"Shiftlings is a colorful puzzle platformer with a twist! You’re controlling two quirky custodians who are tethered together; one large and one small. Play alone or work together with a friend to run, bounce and swap size through 55 challenging levels. Ea…"
5134,Shikaku Shapes,70010000035145,6.99,"Shikaku Shapes is played on a rectangular grid. Some of the squares in the grid are numbered. The objective is to divide the grid into rectangular and square pieces such that each piece contains exactly one number, and that number represents the area of …"
11596,Shikon-X Astro Defense Fortress,70010000075049,9.99,
4654,Shin Megami Tensei III Nocturne HD Remaster,70010000033855,49.99,"What begins as a normal day in Tokyo turns out to be everything but, when the Conception – an ethereal apocalypse – is invoked.  The remains of the world are swallowed by chaos, as a demonic revolution descends into a broken city.  Caught between a battl…"
9870,Shin Megami Tensei V: Vengeance,70010000064607,59.99,
8404,Shin chan: Me and the Professor on Summer Vacation -The Endless Seven-Day Journey-,70010000054116,39.99,"Hiroshi has to go on a business trip to Kyushu, so now the entire Nohara family has decided to stay with an childhood friend of Misae's in Asso, Kumamoto. But when they arrive at Kumamoto Station on their way to Asso, they meet a strange man who offers t…"
11712,Shin chan: Shiro and the Coal Town,70010000076988,39.99,
3327,Shing!,70010000024585,19.99,Join a band of wisecracking warriors in a bloody adventure through the land of mythical monsters and mysterious machines. FEATURES: - Play solo or with friends: up to 4 players in local co-op - Experience immersive and intuitive controls: right stick con…
836,Shining Resonance Refrain,70010000007062,29.99,"Play as Yuma Ilvern and stop the Empire from exploiting the power of the ancient dragons, including the soul of the Shining Dragon within you. With the help of your friends, realize your destiny, save Astoria, and unleash the strength you’ve always had l…"
5343,Shinobi Blade,70010000036272,9.9,"Shinobi Blade is an action-packed game, lets you play the role of a teenage ninja who sneaked out of the Dojo, before mastering all the ninja skills.  You'll learn what it is to truly be a ninja, be silent, agile and smart to outwit your opponents in 30 …"
2806,Shinobi Spirits S: Legend of Heroes,70010000020722,8.99,"The flames of war run rampant. Ieyasu Tokugawa has been made general of the Edo Shoganate. However, General Yukimura Sanada and his Beast Brigade head the resistance against Ieyasu! But then one day, Saizo Kirigakure returns from a mission to find Yukimu…"
8767,Shinorubi,70010000057393,19.99,
3570,Shinsekai Into the Depths™,70010000026633,19.99,"Capcom presents a fresh and original undersea exploration game, filled with unique visual and audio experiences for you to discover. The land has slowly but steadily been covered with ice, forcing mankind to take refuge in the ocean. Even the sea cannot …"
2909,Shiny Ski Resort,70010000021624,14.0,"Your story starts with a small hotel on a snowy mountain. Develop land to build a spectacular ski course, and obtain materials for use in constructing new hotel facilities. Make your hotel popular, and your ski course will benefit as well! Plus you'll be…"
7412,Shinya Ichizoku The Battle for Hokkaido's Delicious Foods,70010000048365,8.99,"Hokkaido, Japan's Kingdom of Gastronomy! In this action game, members of the popular Japanese TV show ""Shinya Ichizoku"" fight off aliens who have attacked Hokkaido in an attempt to steal it. Play against the aliens who attack 179 cities, towns and villag…"
1317,Shio,70010000011794,12.99,"“Shio” is a challenging platformer game in which you deep and moving story by jumping from lantern to lantern. If you like challenge yourself, you will like Shio as well!"
7755,Shiorinokotoha - DarkReflections -,70010000050675,19.99,Dark Reflections - Shiori no Kotoha - is a novel game in the survival mystery genre set in an inescapable private library. The suspense visual novel Dark Reflections has been remade for the CS Novel Club platform so that it can be enjoyed by people of al…
10324,Ship Graveyard Simulator,70010000066132,12.99,
4125,Ship Simulator,70010000029637,14.99,"Welcome to the most exciting and realistic ship simulator game - Ship Sim 2020! Sail around the Mediterranean sea as the captain of a 400 meter oil tanker, a gigantic cargo ship or a luxurious cruise ship. Navigate your ship in a realistic and detailed o…"
8012,Ship of Fools,70010000052587,21.99,"The Great Lighthouse that once protected the Archipelago is broken and a storm of malice and corruption is coming. Together, you and your ship mates will jump aboard The Stormstrider and make your voyage across the sea. Man the cannons, ready your sails …"
3177,Shipped,70010000022293,5.99,"Shipped is an adorable party game where up to 8 players compete in sea skirmishes. Choose your favorite girl and navigate the sea. Your ship can’t break, so first learn how to maneuver. With simple controls, it’s easy to start but hard to master. To win,…"
3405,Ships,70010000024712,13.99,"Participate in the extraction of large-scale marine facilities from the bottom of the sea, in the transport and assembly of large offshore installations, as well as in rescue and transport missions. In a special game mode, you will take direct control of…"
7571,Shipwreck Escape,70010000049071,9.99,"Shipwreck Escape is a 2.5D immersive game with puzzle elements. The catastrophe happened when the cruise ship was sailing from Athens to Dubai. The main character is a croupier in a ship's casino and he got stuck in this sinking hell. Solve the puzzles, …"
10832,Shiren the Wanderer: The Mystery Dungeon of Serpentcoil Island,70010000070925,59.99,
4326,Shiren the Wanderer: The Tower of Fortune and the Dice of Fate,70010000031738,19.99,"Legend has it that Reeva, god of Destiny, holds sway over the past, present, and future. Said to dwell in the mysterious Tower of Fortune, Reeva decides the fates of all mankind with a trio of magic dice... Lead Shiren The Wanderer and his sidekick Koppa…"
7235,Shiro,70010000047831,4.99,Holo and Shiro are twin sisters who travel the world since childhood in search of adventure. Once they were attacked by the evil witch Satella and took Shiro to her gloomy cave. Now Holo has to find his sister. Help Holo find her sister. Overcome a dense…
8692,Shirone: the Dragon Girl,70010000056374,14.99,"Imagine waking up in a haunted castle. ""Where am I?""  You ask every creature you see, but none of them know. The only thing you're sure of is that you need to get out of here. That's the situation Shirone is in, and she needs your help to escape. ”Shiron…"
4949,Shisen-Sho NIKAKUdori,70010000034564,3.99,"It is a puzzle game that you can play carefully based on the ""Double corner game (Shisen-Sho)"". It is not a fancy type specialized for elements such as acquisition of characters and illustrations, Aiming for a universal style that can be played by a wide…"
7310,Shishi : Timeless Prelude,70010000048456,9.99,"Shishi : Timeless Prelude is a colorful dungeon role-playing game. As Elia, a young mage, you will explore the depths of a sacred sanctuary to complete your training to become an Oracle. Chosen by the Goddess, the young Elia is about to start a great adv…"
11162,Shivering Stone,70010000072696,4.99,
4980,Shmubedi Boo,70010000034443,1.49,Trouble has occurred in the lands of Shmubedi Boo! An evil rabbit stole supplies of apples from the inhabitants of the city. Help stop the villain and bring the stolen apples home. • It's more fun together. Play with your friends on the same screen. Who …
3952,Shmup Collection,70010000028496,14.99,"Shmup Collection is the ultimate shoot them up collection from the vaults of Astro Port studio. Each game was remastered to offer you the best gaming experience ever. Your mission is simple, fight all enemies and save humanity. Games: With ARMED SEVEN DX…"
11964,Shockman Collection Vol. 1,70010000077991,10.99,
12742,Shogun,70010000082790,4.99,
12865,Shogun Samurai Tycoon,70010000083526,9.99,
10189,Shogun Showdown,70010000066862,14.99,
2491,Shoot 1UP DX,70010000019024,5.99,"Instead of stowing each 1UP you collect, each new ship becomes playable immediately, resulting in an ever-growing armada of destruction! With your home world ruined, lead your detached battalion's charge by destroying the mechanical-tentacle hybrid attac…"
12010,Shooting Blocks,70010000077240,2.0,
7934,Shooting Star Island,70010000051802,4.9,A huge black comet has landed on Shooting Star Island! This worries the islanders quite a bit. Stanky Star and Hooma decide to take a closer look and start their journey to the very top of the island. The secrets hidden deep within the comet must be expl…
9775,Shootvaders: The Beginning,70010000063014,6.99,
12445,Shopping Clutter: Halloween Mystery,70010000080380,13.99,
12444,Shopping Clutter: Spring Blossom,70010000080382,13.99,
12446,Shopping Clutter: Winter Break,70010000080378,13.99,
12996,Shopping Mall Girl,70010000084038,7.99,
6438,Shopping Mall Parking Lot,70010000042507,12.99,"Shopping Mall Parking Lot offers an opportunity to drive multiple vehicles of all shapes and sizes around authentic looking, immersive environment! Select from a wide variety of cars, covering all popular types. From an awesome American muscle car, throu…"
4811,Shotgun Farmers,70010000034215,9.99,"Reloading isn’t an option, so grab one of the deadly crops planted by the bullets of you and your enemies. Shot at by a sniper? Well they just planted you your very own sniper gun to fire back with! Harvest weapon plants quickly for more ammo or let them…"
7848,Shovel Knight Dig,70010000051927,24.99,Shovel Knight Dig 
4434,Shovel Knight Pocket Dungeon + DLC,70010000032419,19.99,"Delve with Shovel Knight into the depths of the Pocket Dungeon in an action-packed puzzle adventure mashup like none other! Join your mysterious guide Puzzle Knight as you shovel through scads of foes, procure new equipment, and battle bosses both famili…"
3829,Shovel Knight Showdown,70010000027069,9.99,"Shovel Knight Showdown is the ultimate platform fighting experience, where you can duel with up to 4 players and scramble after gems as your favorite heroic or villainous knight from the Shovel Knight: Treasure Trove saga. Gather your pals for endless mu…"
3830,Shovel Knight: King of Cards,70010000027060,9.99,"Hear Ye, Hear Ye! Make way for Shovel Knight: King of Cards, the grandest adventure in the Shovel Knight: Treasure Trove saga! Step into the gilded boots of King Knight as you leap, Shoulder Bash, and twirl your way to a kingdom of your own in this regal…"
4158,Shovel Knight: Shovel of Hope,70010000029168,14.99,"Disclaimer: If you own Shovel Knight: Treasure Trove, you will NOT need to purchase Shovel Knight: Shovel of Hope separately. This title is included with all versions of Shovel Knight: Treasure Trove. Shovel Knight is a sweeping, classic action-adventure…"
185,Shovel Knight: Specter of Torment,70010000000120,9.99,"Disclaimer: If you have purchased Shovel Knight: Treasure Trove for your system, you will not need to purchase Shovel Knight: Specter of Torment separately. This title is included with all versions of Shovel Knight: Treasure Trove. Shovel Knight: Specter…"
184,Shovel Knight: Treasure Trove,70010000000121,39.99,"Shovel Knight: Treasure Trove is the full and complete edition of Shovel Knight, a sweeping classic action-adventure game series with awesome gameplay, memorable characters, and an 8-bit retro aesthetic! Run, jump, and battle as Shovel Knight, wielder of…"
10919,Show Ball: Tiger Life,70010000070522,6.54,
10007,Showtime: Vampire Diaries,70010000064062,2.99,
1515,Shred! 2 - ft Sam Pilgrim,70010000013429,10.99,"Developed in conjunction with Sam Pilgrim - World champion and all round MTB legend  Over 40 levels & 200 unique challenges, inspired by MTB culture, riding destinations, events and video segments!  Casual, “one more go” gameplay. Ideal for a quick blast…"
6505,Shred! Remastered,70010000043402,6.99,"With flowy level design and addictive gameplay - every inch of trail will keep you on the edge and keep you coming back for more!  A total remake of “Shred! 1” remade with love, from the ground up. “Flowy” level design based around the “pump” mechanic ma…"
7008,Shredded Secrets,70010000046409,4.99,"Shredded Secrets is a charming story-based 2D platformer that lets you step into the lives of four people at a middle school - Isabella, Taylor, London and Oakley. Their lives intersect at different points as each character faces their own complex issues…"
422,Shu,70010000002846,9.99,"When the great and terrible Storm destroys Shu's village, he embarks on a desperate journey to survive. On his travels he'll encounter stranded villagers; survivors of the devastation that need his help. In return for his assistance, these peculiar chara…"
8157,Shukuchi Ninja,70010000053172,4.99,
1455,Shut Eye,70010000012102,3.99,"Shut Eye on Nintendo Switch™ - now with refreshed  graphics and gameplay! Play as a young child, who is away from her parents. The  girl has suffered from anxiety most of her life, which lead  to confusion and an exuberant imagination. When the  lights g…"
8021,Shutter Nyan! Enhanced Edition,70010000052748,14.99,"One autumn day, a cat saw that its friend was sad and went over to try to comfort her. Just then, a strong gust of wind swept the cat, and its friend's camera with it, some place far away. The cat fell into a place unknown. However, our kitty protagonist…"
5957,Shuttlecock-H,70010000040251,7.99,"The only thing worse than entering a bullet hell shootout in deep space is not having the ability to shoot back, right? In Shuttlecock-H, that’s all part of the fun! Pilot your unarmed shuttle with absolute accuracy, and the 3 female companions you encou…"
10561,Shuyan Saga,70010000068786,14.99,
11050,Shy Cats Hidden Orchestra,70010000071900,4.99,
12727,Shy Dogs Hidden Orchestra,70010000082414,4.99,
6122,Sid Meier's Civilization® VII,70010000041430,59.99,
1575,Sid Meier’s Civilization VI,70010000013704,29.99,"Originally created by legendary game designer Sid Meier, Civilization is a turn-based strategy game in which you attempt to build an empire to stand the test of time. Explore a new land, research technology, conquer your enemies, and go head-to-head with…"
6464,Side B,70010000042030,5.99,"Find yourself back in 1998 in Poznań, Poland. You are a time traveler, Johnny, who wants to move into the present time, but who knows... how? Play and find out. Solve interesting puzzles, enjoy relaxing music, and have a great time like in old times."
7629,Side Decide,70010000050556,6.99,
10109,Side View Golf,70010000065796,5.99,
219,Siegecraft Commander,70010000001634,19.99,"Play through the Knight campaign as you battle against the tribal Lizardmen or enjoy the groundbreaking PvP combat system that will deliver fast-paced real-time strategy action or tactical turn-based gameplay. Multiplayer allows either game mode, while s…"
7654,Sifu,70010000050837,39.99,Sifu 
1307,Sigi - A Fart for Melusina,70010000011942,4.99,"Take down hordes of goofy enemies and crazy bosses. Earn riches, find long lost holy artefacts and make your way up to the top of Mount Stinkup! Super tight gameplay and wonderful pixel graphics make Sigi a light-hearted and loving 8-bit adventure to enj…"
4422,Sigma Theory,70010000032944,17.99,"STORY In the near future, a paradigm-shifting scientific discovery looms over the world, promising radical new technologies. The world’s superpowers realize they could have the power to destroy the global financial system, wipe out entire countries or ev…"
4667,Signs of the Sojourner,70010000033410,19.99,"Signs of the Sojourner is a narrative card game about connecting with people. Your deck is your character, reflecting your experiences and shaping your relationships. You take over your mother's store after her death, traveling to diverse locations to ac…"
1089,Silence,70010000010629,14.99," War rages on. During an air raid, 16 year old Noah and his little sister Renie seek shelter in a bunker. There, not only are they protected from the deadly bombardment, but are also at the crossroads of a world between life and death: Silence. When Noah…"
5780,Silenced: The House,70010000039985,4.99,"Any plans for weekend? There is a great place to escape from hustle and bustle of the city and daily routine! We promise unique experience of horror and despair… if you stay alive, of course. The old house is hiding something. This dark empty rooms are f…"
9439,Silent Hope,70010000061356,39.99,Silent Hope 
10801,Silent Paws,70010000069024,4.99,
11400,Silent Paws: Hidden Valley,70010000073594,4.99,
11417,Silent Paws: Winter Quest,70010000073096,4.99,
8886,Silent Sector,70010000057513,12.99,"Silent Sector is an old-school open world sci-fi RPG with frenetic battles, crude humor, loose morals and cows. Created with endless love; especially for fans of space pirates, sci-fi westerns and alien encounters! Silent Sector takes us to a remote part…"
3575,Silent World,70010000026870,4.99,"The world you once knew has been lost to nuclear devastation. Facing this new world alone, you begin your search for other survivors... Mutants roam the demolished city, and you'll have to move silently to avoid them and deadly traps scattered throughout…"
3176,Silk,70010000022971,12.99,Explore three million square miles of uncharted terrain from Roman Damascus to Three Kingdoms China in an exploration RPG that transports you onto the Ancient Silk Road of 200AD as an intrepid traveller or a ruthless conqueror. From a parallel dimension …
5790,Silt,70010000039094,14.99,"Silt is a surreal underwater puzzle-adventure game. Alone in an underwater abyss, you are a diver searching the deep to uncover long-forgotten mysteries. Possess the creatures around you to solve puzzles and travel further into the darkness… Nature has e…"
12529,Silver Axe - The Honest Elf,70010000081986,18.99,
3661,Silver Chains,70010000027662,24.99,"After his car hit a tree in a stormy night, Peter wakes up in an old abandoned mansion, somewhere in England. He can´t remember why and how he got here, but soon he realises that the house is not as abandoned as it seems. While trying to find a way out o…"
4616,Silver Falls - Ghoul Busters,70010000033541,11.99,"Get ready for a ghoul bustin' adventure! Join best friends, Atticus Longdraw and Starlin Allerdyce, as they hang out in their forest treehouse late one night. But look out! While these two pals are pretending to fight monsters, real bloodthirsty beasts a…"
10525,Silver Falls - Guardians And Metal Exterminators S,70010000068105,20.99,
5900,Silver Falls Episode Prelude,70010000039498,7.99,"A late night food delivery to a house in the desert goes horribly wrong for Rominic Rodriguez, a new college student trying to make his way in the world. When unsettling sounds echo from the distant expanse of desert around him and bizarre lights appear …"
8653,Silver Nornir,70010000056436,14.99,The world has been destroyed twice by the origin of chaos. The only survivors of the catastrophe will stand again to try to stop the world's end.  Will the world follow its destiny to be destroyed? Journey through the world with friends and allies and un…
2488,Silver Screen Story,70010000019979,14.0,"Become the boss of film studios and lead them to world-wide fame, supervising production of blockbusters! Customize your studios with facilities such as a CG or sound studio, staff cafeteria or acting school. Having talented directors is key, but it's up…"
1217,SilverStarChess,70010000010131,5.99,One of the standard board games in the “SilverStar” Series of SilverStarJapan Our latest offering: the game of chess. The top-class “SilverStar” board game engine also plays outstanding chess games. We are proud to recommend this game for both veteran ch…
13026,Silverwood Bay: An Eleanor Grey Mystery Collector's Edition,70010000084031,9.99,
9559,Simon: The Memory Game,70010000061240,3.99,"Remember that memory game with colors that used to drive you crazy? Well, IT'S BACK, but this time it's... A CONVERSATION with your 80's SELF. Give an identical answer to an identical question and see how many you can answer without getting it wrong. Sho…"
9388,Simona's Requiem,70010000060075,7.99,Simona's Requiem is a retro-styled platformer Inspired by old action-adventure games but with a modern touch. Pick up the scythe as Simona and slash your way to the Fisher King who has hidden behind the moon.
7100,Simple Dominoes,70010000046482,2.39,"Simple Dominoes offers you the opportunity to play dominoes and have fun for a change. We created Simple Dominoes with a single premise, to help show off your prowess while pushing the boundaries and the gameplay to the next level.  It really is one of t…"
7972,Simple Mini Golf,70010000051338,3.49,Simple Mini Golf is a simple 2D top down mini golf game playable up to 8 players. You can chose between 9 holes and a 18 hole track with a total of 45 holes in 3 nine hole tracks and one 18 hole track. Play with your friends from two up to 8 players. Jus…
8994,Simple Mini Golf 3D,70010000058761,3.99,"In Simple Mini Golf 3D you experience different mini golf challenges alone or up to 4 players. Play on four different courses with an overall of 72 different holes.  You only have a short amount time? No problem, play a short 9 hole game or a full course…"
11786,Simple Number-Based Color Sense IQ Test,70010000076738,8.99,
13150,Simply Cubic,70010000086517,2.99,
12093,Simply Snakes,70010000078720,0.99,
3572,Sin Slayers,70010000026412,19.99,"Sin Slayers: Enhanced Edition is an expanded version of Sin Slayers that includes all of the previously released expansions that include new locations, enemies, heroes, items, new storyline and many additional quests. Create, equip and lead a team of her…"
8441,Sine,70010000054514,2.99,"Control a sine wave and avoid obstacles in more than 40 levels. Sine is a competitive arcade game with unique mechanics and compelling visuals. You control a sine wave, avoiding obstacles, racing to the finish, and collecting orbs scattered throughout le…"
351,Sine Mora EX,70010000001458,29.99,"Sine Mora is a side-scrolling shoot'em up that provides a unique challenge, where time is the ultimate factor. Mixing classic shooter sensibilities with contemporary presentation, Sine Mora is a gorgeous shoot'em up offering both a Story Mode that weaves…"
4253,Singled Out,70010000030905,4.99,"In Singled Out you must identify your target in a crowd of alien weirdos before time runs out. The quicker you are, the higher you score! 1. You have 10 seconds to shoot the GALACTIC SUPERCRIMINAL. 2. Identify the target using the 3 descriptions provided…"
13187,Sinister Mansion,70010000086406,4.99,
3277,Sinless,70010000023428,9.99,"Sinless is a unique combination of a classic point and click and a visual novel with many references and inspirations from classics of the genre, such as Snatcher, or Rise of the Dragon. Add to that custom, in-house designed lighting and parallax effects…"
13213,Sinvers on Wheels,70010000087520,5.56,
2921,Sir Eatsalot,70010000021200,12.99,"You are the righteous and corpulent Sir Eatsalot. Sally forth on an epic quest to track down Hysterica, a mean old sorceress who has poisoned Gluttington Kingdom with sour lemonade, and put an end to her shenanigans in this mouthwatering adventure platfo…"
8919,Sir Happenlance,70010000058135,15.0,
5513,Sir Lovelot,70010000037926,9.99,"Spring is in the air. Can you feel it? Sir Lovelot surely can, and he's determined to roam the four corners of Lululand, from castle to castle, to find the love of his life! Your goal is to collect a selection of gifts to offer the next awaiting damsel w…"
10851,Sir Questionnaire,70010000070660,4.99,
4164,Sir Tincan - Adventures in the Castle,70010000029575,9.99,In 20 different scenes your children help the knight for example to: • care for his horse • shoot with bow and arrows • repair the castle walls • impress the king at the joust or • win the heart of the beautiful damsel of the castle A fantastic world ful…
2411,Siralim 3,70010000018786,14.99,"Siralim 3 is a deep, monster catching RPG. Collect 700+ creatures to fight for you in randomly generated dungeons. Find treasure and use it to craft items, empower your creatures, learn spells, and more. * Collect and breed over 700 different creatures t…"
9023,Siralim Ultimate,70010000058296,19.99,"Siralim Ultimate is a monster-catching, dungeon-crawling RPG with a ridiculous amount of depth. Summon 1200+ creatures and explore randomly generated dungeons to find rare loot. FEATURES • 1200+ creatures to collect • Fuse your creatures together - the o…"
8990,Sissa's Path,70010000058745,4.99,"Get to know the curious hobby of a kitten named Sissa! She’s a very organized feline, and when she plays with her balls of wool, each needs to be pushed across the floor to the correct spot. Presented in cute and colorful 3D style, Sissa’s Path is a push…"
3122,Sisters Royale: Five Sisters Under Fire,70010000022696,13.99,"The first new game in 12 years from Alfa System, the team that brought you.the Shoot 'Em Up ""Castle of Shikigami III"" in the ""Castle of Shikigami"" series. Five uniquely talented sisters are squabbling over which of them will marry the angel Yashin. Enjoy…"
7612,Sit-Ups Workout,70010000049035,4.99,"Are you ready for the 250 Sit-Ups Challenge? Body shaping is always good for our body.  These workouts are perfect for men and women, beginners and professionals.  Do you want to gain muscles, lose weight, increase strength and stamina? Effective workout…"
1289,Six Sides of the World,70010000011863,10.0,SIX SIDES OF THE WORLD – ALL HAIL THE PUZZLE LORD! “Six Sides of the World” is a puzzle videogame that takes you into an intergalactic journey through different star systems  riddled with brain-racking challenges. THE ULTIMATE MATCH: YOUR BRAINS vs SCI-F…
9327,Sixtar Gate: STARTRAIL,70010000060133,24.99,
